codUsuario,contrasena,primerNombre,segundoNombre ,apellidoPaterno ,apellidoMaterno ,fechaNacimiento,correoUsuario,telefono
238,"iK85,pci6~Jq`D",Dionis,Thomasina,Gathercole,Diggle,10/20/2000,tdiggle6l@infoseek.co.jp,975932613
239,xL18.&wBL,Darcy,Gelya,Frow,Gatecliffe,03/12/2003,ggatecliffe6m@angelfire.com,990584047
240,aK35_5Hm<0!XKA,Gav,Malissa,MacGhee,Breckwell,11/02/2001,mbreckwell6n@wisc.edu,955905470
241,wU56/fI,Jelene,Gerrard,Cissell,Pendlebery,11/23/2000,gpendlebery6o@guardian.co.uk,936216348
242,fW65{*%p)BI!C,Brittni,Oralla,Hurn,Spencock,12/26/2001,ospencock6p@nationalgeographic.com,913741857
243,dK12#\B64n*#4I,Lew,Kiel,Padden,McCreary,12/30/2000,kmccreary6q@biglobe.ne.jp,984805189
244,xX18%NDK,Nevin,Upton,Polye,Baume,10/31/2000,ubaume6r@qq.com,944623686
245,jN43/G??,Evelina,Kort,Cornforth,West-Frimley,09/15/2001,kwestfrimley6s@theatlantic.com,958312797
246,iC82(F+C@,Jerome,Emmet,Limpricht,Sanbrook,09/28/2001,esanbrook6t@ovh.net,923027870
247,lK29>_%u|V,Oswell,Ric,Chesher,Porker,03/28/2003,rporker6u@twitter.com,904202060
248,sL74=XPA&,Edita,Rita,Winchcum,FitzGilbert,04/10/2001,rfitzgilbert6v@scientificamerican.com,964682739
249,cG54{?),Giulia,Linnie,Minster,Searson,09/19/2002,lsearson6w@yellowbook.com,959497766
250,oX37$oGtlE,Aidan,Nealy,Gaydon,Aveling,04/02/2003,naveling6x@skype.com,984313769
251,gF41>SZVbmJK{,Dyan,Corbie,Le Teve,D'Aeth,02/01/2002,cdaeth6y@simplemachines.org,934476681
252,eV78/iB,Neill,Benito,Cornels,Siggers,03/31/2001,bsiggers6z@lulu.com,985802091
253,"zA32""q_",Luce,Bekki,Clyde,Jeffreys,04/08/2001,bjeffreys70@imdb.com,961252301
254,zI97}*5/,Ashleigh,Nickola,Hars,Mantram,10/15/2001,nmantram71@microsoft.com,946843848
255,yC18\k@@G,Leonie,Mela,Challis,Sonier,02/11/2002,msonier72@geocities.jp,992464444
256,uX17$3Scof,Kirk,Katinka,Fludder,Madgin,12/29/2000,kmadgin73@discuz.net,912700486
257,nI53\TP,Augustine,Lira,Ragbourne,Munday,07/05/2002,lmunday74@berkeley.edu,956739397
258,nC57}<A=w*`,Nolly,Bank,Wallington,Yeskin,01/26/2003,byeskin75@bigcartel.com,995869869
259,kR73%RNkeL,Rosita,Isidora,Toxell,Lorkings,10/01/2000,ilorkings76@t-online.de,985034428
260,"uW81""IL)c2gz4",Maribeth,Livvy,Congdon,Cossentine,02/04/2002,lcossentine77@redcross.org,913802169
261,yE63/ldXK+P,Lexi,Ginny,Pauli,Edgeler,12/16/2002,gedgeler78@intel.com,912789822
262,yK98(\~>,Hana,Camila,Von Oertzen,Eustice,10/22/2001,ceustice79@themeforest.net,914259630
263,"bQ84#,LmvA",Sampson,Sheilakathryn,Jiracek,Eitter,01/07/2001,seitter7a@blog.com,920521841
264,bT20&E#%Q>pk6R,Parker,Daren,Caddy,Vasishchev,09/24/2001,dvasishchev7b@eepurl.com,989624650
265,"rL28+g""",Kelli,Harrison,Syfax,Mulrooney,05/05/2003,hmulrooney7c@seattletimes.com,977499405
266,iD48`Fa'XE,Sheryl,Scarlet,Colegrove,Julien,03/04/2001,sjulien7d@ovh.net,959813984
267,pG46#N5Q&r(Y(,Eziechiele,Abbey,Kingshott,Hospital,10/31/2002,ahospital7e@eventbrite.com,931664904
268,lP43>M8}_,Donna,Shelley,Rigmand,Peggs,03/13/2003,speggs7f@businesswire.com,975994531
269,sR61{4gJIth`M!,Micah,Jessie,Eddleston,Redit,12/02/2000,jredit7g@microsoft.com,955073734
270,nG75+yB=tQ,Sarah,Charlton,Wedon,Matushenko,05/25/2001,cmatushenko7h@bandcamp.com,913174785
271,fO07>Ev!,Eustacia,Teodora,Schulz,Risborough,07/05/2000,trisborough7i@yahoo.co.jp,959576538
272,"jM89,&4,yp>x9",Minny,Ethelind,Minnette,De Cristoforo,01/02/2002,edecristoforo7j@ehow.com,935518805
273,gN35'V4/0qf,Derrick,Marna,Shawcross,Biddiss,02/12/2001,mbiddiss7k@wired.com,922336952
274,xT73~6!,Kristen,Danyette,Giacopello,Uc,02/06/2003,duc7l@histats.com,989469964
275,"rB24$A4""G",Mattie,Manya,Kirlin,Bescoby,01/11/2002,mbescoby7m@ask.com,938003910
276,fU14\=Rx=n&,Merci,Shayne,Chillistone,Hawkshaw,08/24/2002,shawkshaw7n@earthlink.net,943465294
277,"sR51*r""j",Maxie,Raoul,Huonic,Semon,11/20/2001,rsemon7o@dropbox.com,915614656
278,vC18_N%IC1=tGo,Scottie,Grantham,Merritt,Sutlieff,08/30/2002,gsutlieff7p@ed.gov,962639301
279,eU96#&#3Dg9,Annissa,Elysia,Nettles,Miners,05/16/2003,eminers7q@tripod.com,947372490
280,jC30&/O_|W{,Armando,Frankie,Eynon,Northall,01/02/2003,fnorthall7r@unicef.org,944697958
281,"vE29""?i&nP",Wilfrid,Davy,Rowaszkiewicz,McQuarter,10/24/2000,dmcquarter7s@boston.com,909462240
282,gZ30%SB?,Janek,Guglielmo,Bernardino,Bannon,02/12/2001,gbannon7t@last.fm,987309603
283,aB57>p<WJ=`,Astrix,Babbette,McCullock,Pritchitt,12/31/2000,bpritchitt7u@amazon.co.uk,947024467
284,zN68<'VLF_z&,Killian,Shelia,Duddridge,Pirt,05/30/2001,spirt7v@google.com.hk,929244091
285,sV48'Hy!FmTBI,Rose,Marilin,Carthew,Sagar,12/07/2001,msagar7w@twitpic.com,904881484
286,wO65\LpjNFig,Merrill,Pauline,Danzelman,McCaw,12/06/2000,pmccaw7x@unicef.org,965391002
287,aN41(VX4&,Jerrine,Renae,Welton,MacAne,03/02/2003,rmacane7y@java.com,950875072
288,lH22&Sa?l>i&eT,Kahaleel,Salli,Albury,Baudic,09/27/2000,sbaudic7z@google.nl,972221261
289,rE48#k),Nell,Brear,Penkman,Tappington,04/21/2002,btappington80@mayoclinic.com,973609682
290,qN24|1p|G,Bernie,Halli,Marsland,Wemm,04/17/2003,hwemm81@123-reg.co.uk,922531898
291,sH32*VjTH,Christel,L;urette,Huscroft,Leavold,03/03/2002,lleavold82@homestead.com,933866255
292,kT25'y<,Shepard,Francyne,Chate,Pickard,12/07/2002,fpickard83@merriam-webster.com,903979556
293,wA59)A}(@2fK,Winifred,Lorrayne,Heynel,Fairpool,02/09/2001,lfairpool84@dedecms.com,958647233
294,bK46|)C/,Lorne,Cheryl,Husset,Gallihaulk,04/06/2003,cgallihaulk85@canalblog.com,991106276
295,dA48<QM4,Mil,Tiertza,Densun,Biggerdike,06/28/2003,tbiggerdike86@shutterfly.com,922035857
296,tY13'=|USs~@M,Miquela,Inger,Kornousek,Cockson,06/02/2001,icockson87@salon.com,990215729
297,dO95~w<WRfR,Margaretta,Corina,Fardoe,Newlands,02/22/2002,cnewlands88@list-manage.com,903264815
298,jE38$57SlC9,Christi,Westley,Fuente,Stanion,07/04/2001,wstanion89@so-net.ne.jp,969586293
299,"gD94""p<pED,F1",Rafaela,Viola,Shimman,Licquorish,08/30/2002,vlicquorish8a@wordpress.org,984012073
300,"sU72_g|F""I",Rosabel,Marlo,Britney,Batsford,09/26/2001,mbatsford8b@umn.edu,947027075
